Date,Open,High,Low,Close,Volume,Adj Close
08/26/14,581.26,581.8,576.58,577.86,1635200,577.86
08/27/14,577.27,578.49,570.1,571,1698700,571
08/28/14,569.56,573.25,567.1,569.2,1289400,569.2
08/29/14,571.33,572.04,567.07,571.6,1080800,571.6
09/02/14,571.85,577.83,571.19,577.33,1574100,577.33
09/03/14,580,582.99,575,577.94,1211800,577.94
09/04/14,580,586,579.22,581.98,1454200,581.98
09/05/14,583.98,586.55,581.95,586.08,1627900,586.08
09/08/14,586.6,591.77,586.3,589.72,1427100,589.72
09/09/14,588.9,589,580,581.01,1283700,581.01
09/10/14,581.5,583.5,576.94,583.1,974700,583.1
09/11/14,580.36,581.81,576.26,581.35,1217700,581.35
09/12/14,581,581.64,574.46,575.62,1597300,575.62
09/15/14,572.94,574.95,568.21,573.1,1593200,573.1
09/16/14,572.76,581.5,572.66,579.95,1476300,579.95
09/17/14,580.01,587.52,578.78,584.77,1688200,584.77
09/18/14,587,589.54,585,589.27,1440600,589.27
09/19/14,591.5,596.48,589.5,596.08,3726400,596.08
09/22/14,593.82,593.95,583.46,587.37,1684900,587.37
09/23/14,586.85,586.85,581,581.13,1467400,581.13
09/24/14,581.46,589.63,580.52,587.99,1723400,587.99
09/25/14,587.55,587.98,574.18,575.06,1920700,575.06
09/26/14,576.06,579.25,574.66,577.1,1439700,577.1
09/29/14,571.75,578.19,571.17,576.36,1278900,576.36
09/30/14,576.93,579.85,572.85,577.36,1617300,577.36
10/01/14,576.01,577.58,567.01,568.27,1441500,568.27
10/02/14,567.31,571.91,563.32,570.08,1175200,570.08
10/03/14,573.05,577.22,572.5,575.28,1138600,575.28
10/06/14,578.8,581,574.44,577.35,1211300,577.35
10/07/14,574.4,575.27,563.74,563.74,1906100,563.74
10/08/14,565.57,573.88,557.49,572.5,1985400,572.5
10/09/14,571.18,571.49,559.06,560.88,2517900,560.88
10/10/14,557.72,565.13,544.05,544.49,3073500,544.49
10/13/14,544.99,549.5,533.1,533.21,2574600,533.21
10/14/14,538.9,547.19,533.17,537.94,2216500,537.94
10/15/14,531.01,532.8,518.3,530.03,3709200,530.03
10/16/14,519,529.43,515,524.51,3698400,524.51
10/17/14,527.25,530.98,508.53,511.17,5524200,511.17
10/20/14,509.45,521.76,508.1,520.84,2600400,520.84
10/21/14,525.19,526.79,519.11,526.54,2329900,526.54
10/22/14,529.89,539.8,528.8,532.71,2911300,532.71
10/23/14,539.32,547.22,535.85,543.98,2342400,543.98
10/24/14,544.36,544.88,535.79,539.78,1967700,539.78
10/27/14,537.03,544.41,537.03,540.77,1182100,540.77
10/28/14,543,548.98,541.62,548.9,1267500,548.9
10/29/14,550,554.19,546.98,549.33,1765700,549.33
10/30/14,548.95,552.8,543.51,550.31,1451500,550.31
10/31/14,559.35,559.57,554.75,559.08,2029500,559.08
