Date,Open,High,Low,Close,Volume,Adj Close
07/24/14,359.98,364.85,358.52,358.61,7088700,358.61
07/25/14,317.3,324.87,314.76,324.01,17846500,324.01
07/28/14,324.25,324.82,316.5,320.41,5932000,320.41
07/29/14,321.98,322.9,319.5,320,2883800,320
07/30/14,321.45,322.73,318.5,322.51,3969000,322.51
07/31/14,320.01,320.68,311.86,312.99,5192000,312.99
08/01/14,313.69,315.83,304.59,307.06,7441500,307.06
08/04/14,308.84,316.18,308.5,313.65,4200900,313.65
08/05/14,313.3,314.55,310.06,312.32,2852100,312.32
08/06/14,310.83,315.78,310.2,313.89,2296900,313.89
08/07/14,315.21,315.88,309.65,311.45,2935600,311.45
08/08/14,311.94,317.32,310.66,316.8,2705900,316.8
08/11/14,318.48,320.38,316.88,318.33,2468600,318.33
08/12/14,318.89,321.31,316.95,319.32,1915800,319.32
08/13/14,327.6,331.72,326.14,326.28,4945100,326.28
08/14/14,327.8,334.09,326.71,333.21,3420400,333.21
08/15/14,334,335,328.32,333.63,3896700,333.63
08/18/14,335.48,337.8,333.77,334.53,2485400,334.53
08/19/14,334.87,335.81,333.01,335.13,1713800,335.13
08/20/14,334.68,337.16,334.02,335.78,1810500,335.78
08/21/14,336.48,336.58,332.23,332.91,1971100,332.91
08/22/14,332.99,334.08,330.8,331.59,2211200,331.59
08/25/14,333.21,336.77,332.71,334.02,1957700,334.02
08/26/14,337,344.36,334.55,341.83,3654700,341.83
08/27/14,342.09,346.67,341.34,343.18,2961600,343.18
08/28/14,340,341.79,338.8,340.02,2252700,340.02
08/29/14,341.76,341.82,337.68,339.04,1939500,339.04
09/02/14,339.98,342.5,337.16,342.38,2326000,342.38
09/03/14,342.54,343.27,337.55,339,1993700,339
09/04/14,343.69,349.38,343.58,345.95,3965600,345.95
09/05/14,346.3,346.83,342.5,346.38,2107000,346.38
09/08/14,344.54,345.81,339.04,342.34,2955300,342.34
09/09/14,341.61,341.76,329.18,329.75,4646800,329.75
09/10/14,334.3,334.98,328.82,331.33,3797400,331.33
09/11/14,329.94,333.01,326.39,330.52,2720200,330.52
09/12/14,329.56,332.89,328.79,331.19,3429300,331.19
09/15/14,330.91,331.33,319,323.89,4000400,323.89
09/16/14,321.07,329.48,320.1,327.76,3259900,327.76
09/17/14,327.76,328,321.52,324,4136000,324
09/18/14,325.44,327.1,323.71,325,2576900,325
09/19/14,327.6,332.76,325.57,331.32,6886200,331.32
09/22/14,328.49,329.49,321.06,324.5,3109700,324.5
09/23/14,322.46,327.6,321.25,323.63,2352600,323.63
09/24/14,324.17,329.44,319.56,328.21,2642200,328.21
09/25/14,327.99,328.54,321.4,321.93,2928800,321.93
09/26/14,320.6,323.5,317.64,323.21,3638000,323.21
09/29/14,320.5,323.75,319,321.82,1924600,321.82
09/30/14,321.36,323.43,318.51,322.44,2636200,322.44
10/01/14,322.04,322.17,315.55,317.46,3089100,317.46
10/02/14,316.92,318.53,311.31,318.41,3553900,318.41
10/03/14,320.36,325.16,319.53,322.74,3037400,322.74
10/06/14,323.5,324.13,319.6,322.2,2290300,322.2
10/07/14,319.43,322,316.67,316.98,2365400,316.98
10/08/14,316.58,324.11,314.14,322.7,3452800,322.7
10/09/14,321.49,322.27,314.52,315.37,3587900,315.37
10/10/14,314.02,317.77,311.38,311.39,3681900,311.39
10/13/14,309.87,313.2,303.47,306.45,4363900,306.45
10/14/14,308,312.24,305.75,308.31,3385800,308.31
10/15/14,304.35,307.9,299.1,305.97,5343900,305.97
10/16/14,293.83,306.82,293.83,302.86,4731300,302.86
10/17/14,307.15,309.2,302.72,303.64,4405100,303.64
10/20/14,302.95,306.53,302.02,306.21,3234500,306.21
10/21/14,309.9,315.64,307.07,315.33,3559300,315.33
10/22/14,315.43,318.98,312.64,312.97,3125900,312.97
10/23/14,313.4,316.8,311.4,313.18,9038200,313.18
10/24/14,284.4,293.81,284,287.06,19801100,287.06
10/27/14,285.7,290.42,285.02,289.97,5950600,289.97
10/28/14,289.76,298,289.76,295.59,5572600,295.59
10/29/14,299.11,299.61,293.07,294.12,4881900,294.12
10/30/14,293.98,299.74,292.36,299.07,4048200,299.07
10/31/14,305.15,305.72,301.5,305.46,4550700,305.46
